number_of_elements,mean_atomic_mass,mean_fie,mean_atomic_radius,mean_Density,mean_ElectronAffinity,mean_FusionHeat,mean_ThermalConductivity,mean_Valence,critical_temp,Type
5,82.98973464,1047.22,103.0,3577.825,163.14,3.8824,4.251856,3.4,9.09,0
3,85.6816,1005.0,92.6666666666667,3913.80966666667,145.566666666667,4.284,2.74386,4.33333333333333,6.55,0
3,135.539823333333,723.066666666667,165.666666666667,10973.0,125.6,19.3666666666667,48.0,4.33333333333333,8.1,0
3,136.207216666667,718.233333333333,183.0,11137.6666666667,126.266666666667,19.5666666666667,48.0,4.66666666666667,7.8,0
3,56.6216333333333,707.933333333333,171.0,4819.0,48.8666666666667,14.61,76.3333333333333,3.0,3.4,0
8,106.1882625,731.3,160.375,6151.928625,56.8625,8.30775,100.8783225,2.75,64.05,0
9,106.879677777778,746.4,160.444444444444,6429.49211111111,50.7111111111111,8.08466666666667,100.336286666667,2.66666666666667,71.3,0
9,106.879677777778,746.4,160.444444444444,6429.49211111111,50.7111111111111,8.08466666666667,100.336286666667,2.66666666666667,78.35,1
9,106.879677777778,746.4,160.444444444444,6429.49211111111,50.7111111111111,8.08466666666667,100.336286666667,2.66666666666667,85.0,1
9,106.879677777778,746.4,160.444444444444,6429.49211111111,50.7111111111111,8.08466666666667,100.336286666667,2.66666666666667,83.35,1
4,102.54345,794.075,155.0,4449.60725,64.9375,9.4555,12.006645,3.25,4.6,0
5,91.50808,831.2,162.2,5511.0858,56.644,6.4304,125.265316,2.0,130.9,1
5,79.575,850.58,144.8,4088.4858,70.25,14.8644,22.805316,3.6,0.48,0
4,80.73835,826.675,152.5,3678.85725,67.9375,11.6555,16.006645,3.25,1.48,0
5,106.38676,801.92,150.6,4899.0858,72.89,11.5044,14.405316,3.6,3.47,0
5,106.38676,801.92,150.6,4899.0858,72.89,11.5044,14.405316,3.6,2.59,0
5,106.38676,801.92,150.6,4899.0858,72.89,11.5044,14.405316,3.6,4.02,0
5,106.38676,801.92,150.6,4899.0858,72.89,11.5044,14.405316,3.6,4.52,0
5,84.05704064,1045.3,105.2,3750.625,163.54,4.0424,5.051856,3.4,4.24,0
5,84.05704064,1045.3,105.2,3750.625,163.54,4.0424,5.051856,3.4,5.12,0
5,84.05704064,1045.3,105.2,3750.625,163.54,4.0424,5.051856,3.4,5.25,0
5,84.05704064,1045.3,105.2,3750.625,163.54,4.0424,5.051856,3.4,4.7,0
5,84.05704064,1045.3,105.2,3750.625,163.54,4.0424,5.051856,3.4,4.35,0
5,84.05704064,1045.3,105.2,3750.625,163.54,4.0424,5.051856,3.4,4.25,0
3,85.6816,1005.0,92.6666666666667,3913.80966666667,145.566666666667,4.284,2.74386,4.33333333333333,2.4,0
3,85.6816,1005.0,92.6666666666667,3913.80966666667,145.566666666667,4.284,2.74386,4.33333333333333,4.11,0
4,80.1477,940.0,105.75,5175.35725,139.15,6.488,102.057895,3.75,3.93,0
4,80.1477,940.0,105.75,5175.35725,139.15,6.488,102.057895,3.75,2.99,0
4,80.1477,940.0,105.75,5175.35725,139.15,6.488,102.057895,3.75,2.59,0
5,92.26674,747.78,159.2,5174.2858,60.484,6.8124,132.805316,2.2,107.7,1
5,92.26674,747.78,159.2,5174.2858,60.484,6.8124,132.805316,2.2,110.85,1
5,92.26674,747.78,159.2,5174.2858,60.484,6.8124,132.805316,2.2,111.5,1
5,92.26674,747.78,159.2,5174.2858,60.484,6.8124,132.805316,2.2,106.1,1
5,92.26674,747.78,159.2,5174.2858,60.484,6.8124,132.805316,2.2,107.05,1
5,42.76510772,837.0,126.0,3570.4858,57.414,12.1924,112.805316,3.0,28.2,0
5,33.97554012,850.0,122.8,2789.6858,56.014,6.7804,102.852516,3.0,17.1,0
5,42.76510772,837.0,126.0,3570.4858,57.414,12.1924,112.805316,3.0,30.2,0
5,33.97554012,850.0,122.8,2789.6858,56.014,6.7804,102.852516,3.0,16.6,0
2,50.458275,850.55,139.5,3366.0,93.25,58.2,78.5,3.5,15.65,0
3,15.7089,874.4,99.6666666666667,2152.66666666667,61.7,54.5666666666667,109.0,3.0,31.4,0
3,15.7089,874.4,99.6666666666667,2152.66666666667,61.7,54.5666666666667,109.0,3.0,19.7,0
3,57.9677666666667,706.0,167.333333333333,4516.33333333333,87.8666666666667,7.17666666666667,59.84,3.33333333333333,31.9,0
3,87.5352833333333,695.233333333333,171.666666666667,7388.33333333333,84.8,22.9666666666667,65.6666666666667,4.33333333333333,2.85,0
5,97.31385464,894.4,137.2,4103.5392,135.946,5.438,11.24654,3.4,2.8,0
2,109.412,764.35,164.5,6375.5,117.15,19.25,13.0,5.0,3.0,0
5,70.40625,781.46,162.8,5268.6858,74.686,13.7444,118.205316,3.0,39.8,0
6,65.3515416666667,749.45,168.0,4648.90483333333,62.8833333333333,12.877,131.837763333333,2.83333333333333,50.1,0
3,31.253254,763.4,140.333333333333,3410.66666666667,50.2666666666667,5.81333333333333,54.7453333333333,3.0,4.86,0
5,100.966814,740.78,167.2,8549.4,71.374,15.268,82.6,3.8,13.3,0
5,100.966814,740.78,167.2,8549.4,71.374,15.268,82.6,3.8,19.7,0
5,100.966814,740.78,167.2,8549.4,71.374,15.268,82.6,3.8,22.2,0
5,100.966814,740.78,167.2,8549.4,71.374,15.268,82.6,3.8,26.1,0
5,100.966814,740.78,167.2,8549.4,71.374,15.268,82.6,3.8,22.1,0
3,31.253254,763.4,140.333333333333,3410.66666666667,50.2666666666667,5.81333333333333,54.7453333333333,3.0,4.9,0
3,45.9025333333333,741.733333333333,145.666666666667,4712.0,52.6,14.8333333333333,71.3333333333333,3.0,17.3,0
3,134.821333333333,750.133333333333,176.333333333333,10259.0,106.01,15.9,43.3333333333333,4.33333333333333,2.1,0
4,91.48215,790.7,160.25,9150.25,76.8425,17.51,100.0,4.0,32.2,0
4,91.48215,790.7,160.25,9150.25,76.8425,17.51,100.0,4.0,33.9,0
4,91.48215,790.7,160.25,9150.25,76.8425,17.51,100.0,4.0,22.5,0
4,91.48215,790.7,160.25,9150.25,76.8425,17.51,100.0,4.0,9.78,0
4,91.48215,790.7,160.25,9150.25,76.8425,17.51,100.0,4.0,10.96,0
4,91.48215,790.7,160.25,9150.25,76.8425,17.51,100.0,4.0,12.44,0
4,91.48215,790.7,160.25,9150.25,76.8425,17.51,100.0,4.0,14.9,0
5,100.966814,740.78,167.2,8549.4,71.374,15.268,82.6,3.8,29.4,0
3,101.846066666667,793.033333333333,137.666666666667,7539.66666666667,144.133333333333,7.9,165.84,3.66666666666667,4.55,0
4,62.3400905,816.375,146.75,4513.5,43.9325,12.535,41.059,3.75,23.3,0
4,81.69675,736.0,168.0,6504.75,56.4125,16.675,59.5,3.0,16.0,0
4,81.69675,736.0,168.0,6504.75,56.4125,16.675,59.5,3.0,7.5,0
3,57.9677666666667,706.0,167.333333333333,4516.33333333333,87.8666666666667,7.17666666666667,59.84,3.33333333333333,32.5,0
4,80.457225,667.675,186.0,4925.25,49.525,13.2825,60.75,3.0,31.5,0
4,76.797975,656.575,191.5,4491.75,40.5125,12.9575,61.75,2.75,7.28,0
4,76.797975,656.575,191.5,4491.75,40.5125,12.9575,61.75,2.75,37.4,0
4,76.797975,656.575,191.5,4491.75,40.5125,12.9575,61.75,2.75,28.7,0
4,76.797975,656.575,191.5,4491.75,40.5125,12.9575,61.75,2.75,19.4,0
4,76.797975,656.575,191.5,4491.75,40.5125,12.9575,61.75,2.75,11.7,0
4,76.797975,656.575,191.5,4491.75,40.5125,12.9575,61.75,2.75,6.86,0
3,56.6216333333333,707.933333333333,171.0,4819.0,48.8666666666667,14.61,76.3333333333333,3.0,3.0,0
2,108.86,759.05,161.5,8488.5,89.05,27.85,81.5,5.5,2.35,0
2,67.4025,849.75,129.5,6346.5,106.85,9.6,39.76,4.5,9.9,0
6,67.6233122,991.633333333333,122.166666666667,5353.35416666667,120.166666666667,12.3303333333333,43.6757133333333,3.33333333333333,27.4,0
6,67.6233122,991.633333333333,122.166666666667,5353.35416666667,120.166666666667,12.3303333333333,43.6757133333333,3.33333333333333,23.7,0
6,67.6233122,991.633333333333,122.166666666667,5353.35416666667,120.166666666667,12.3303333333333,43.6757133333333,3.33333333333333,19.7,0
6,67.6233122,991.633333333333,122.166666666667,5353.35416666667,120.166666666667,12.3303333333333,43.6757133333333,3.33333333333333,17.6,0
6,67.6233122,991.633333333333,122.166666666667,5353.35416666667,120.166666666667,12.3303333333333,43.6757133333333,3.33333333333333,18.3,0
6,67.6233122,991.633333333333,122.166666666667,5353.35416666667,120.166666666667,12.3303333333333,43.6757133333333,3.33333333333333,13.6,0
6,68.5127338666667,990.033333333333,124.0,5497.35416666667,120.5,12.4636666666667,44.34238,3.33333333333333,46.7,0
6,68.5127338666667,990.033333333333,124.0,5497.35416666667,120.5,12.4636666666667,44.34238,3.33333333333333,37.4,0
6,68.5127338666667,990.033333333333,124.0,5497.35416666667,120.5,12.4636666666667,44.34238,3.33333333333333,22.1,0
6,68.5127338666667,990.033333333333,124.0,5497.35416666667,120.5,12.4636666666667,44.34238,3.33333333333333,21.3,0
6,68.5127338666667,990.033333333333,124.0,5497.35416666667,120.5,12.4636666666667,44.34238,3.33333333333333,13.7,0
6,69.5324005333333,991.466666666667,129.333333333333,5554.52083333333,120.5,12.697,43.6757133333333,3.33333333333333,39.3,0
6,69.5324005333333,991.466666666667,129.333333333333,5554.52083333333,120.5,12.697,43.6757133333333,3.33333333333333,16.9,0
6,69.5324005333333,991.466666666667,129.333333333333,5554.52083333333,120.5,12.697,43.6757133333333,3.33333333333333,11.1,0
6,69.5324005333333,991.466666666667,129.333333333333,5554.52083333333,120.5,12.697,43.6757133333333,3.33333333333333,4.26,0
3,171.633666666667,868.4,160.0,16750.0,183.666666666667,21.1666666666667,74.6666666666667,6.0,2.05,0
3,171.633666666667,868.4,160.0,16750.0,183.666666666667,21.1666666666667,74.6666666666667,6.0,2.855,0
3,171.633666666667,868.4,160.0,16750.0,183.666666666667,21.1666666666667,74.6666666666667,6.0,3.07,0
3,171.633666666667,868.4,160.0,16750.0,183.666666666667,21.1666666666667,74.6666666666667,6.0,2.945,0
3,171.633666666667,868.4,160.0,16750.0,183.666666666667,21.1666666666667,74.6666666666667,6.0,2.69,0
3,171.633666666667,868.4,160.0,16750.0,183.666666666667,21.1666666666667,74.6666666666667,6.0,2.28,0
3,120.376,711.733333333333,141.333333333333,6953.33333333333,110.3,9.25333333333333,50.6666666666667,4.33333333333333,4.75,0
3,120.376,711.733333333333,141.333333333333,6953.33333333333,110.3,9.25333333333333,50.6666666666667,4.33333333333333,1.85,0
3,120.376,711.733333333333,141.333333333333,6953.33333333333,110.3,9.25333333333333,50.6666666666667,4.33333333333333,1.9,0
3,120.376,711.733333333333,141.333333333333,6953.33333333333,110.3,9.25333333333333,50.6666666666667,4.33333333333333,1.8,0
3,120.376,711.733333333333,141.333333333333,6953.33333333333,110.3,9.25333333333333,50.6666666666667,4.33333333333333,1.76,0
5,97.8686,885.32,147.2,8703.0858,88.64,15.2444,58.405316,3.8,16.0,0
2,67.4025,849.75,129.5,6346.5,106.85,9.6,39.76,4.5,7.6,0
3,85.5216666666667,844.266666666667,130.666666666667,6463.33333333333,106.133333333333,12.9666666666667,34.5066666666667,4.66666666666667,9.2,0
3,85.5216666666667,844.266666666667,130.666666666667,6463.33333333333,106.133333333333,12.9666666666667,34.5066666666667,4.66666666666667,8.3,0
3,85.5216666666667,844.266666666667,130.666666666667,6463.33333333333,106.133333333333,12.9666666666667,34.5066666666667,4.66666666666667,8.85,0
3,45.9621666666667,651.366666666667,147.0,3261.33333333333,56.4566666666667,21.4433333333333,126.333333333333,3.0,4.2,0
2,168.2902,785.95,133.0,8010.0,142.2,14.2,5.5,5.5,2.845,0
2,165.3702,768.1,138.0,8238.5,98.7,15.3,16.0,5.0,6.79,0
2,129.95394,850.25,151.5,10734.5,114.5,20.7,28.76,5.5,2.0,0
3,33.820254,758.7,136.666666666667,3772.66666666667,84.5,5.58,161.745333333333,2.66666666666667,3.7,0
3,31.253254,763.4,140.333333333333,3410.66666666667,50.2666666666667,5.81333333333333,54.7453333333333,3.0,4.1,0
4,34.10625,933.175,138.5,1341.86625,104.5,6.1475,30.5086825,3.25,16.3,0
2,30.93685,1029.65,116.0,2254.1255,8.8,9.53,11.012915,3.5,5.6,0
4,26.066925,958.525,119.5,1261.61625,107.3,6.315,26.7586825,3.25,16.5,0
4,30.07911732,952.45,125.25,1369.86625,105.6,6.215,40.5086825,3.25,16.3,0
4,45.698625,929.25,144.0,1510.86625,104.125,6.1125,20.0086825,3.25,16.3,0
4,89.4450125,771.8,173.25,4777.85725,82.3375,7.0555,107.756645,2.5,15.5,0
4,89.4450125,771.8,173.25,4777.85725,82.3375,7.0555,107.756645,2.5,20.6,0
4,89.4450125,771.8,173.25,4777.85725,82.3375,7.0555,107.756645,2.5,23.0,0
3,88.89,704.166666666667,171.0,6658.66666666667,60.7433333333333,18.8333333333333,55.3333333333333,3.33333333333333,3.0,0
4,81.34085,712.175,165.5,7221.0,73.9325,18.425,64.25,3.0,3.2,0
4,81.34085,712.175,165.5,7221.0,73.9325,18.425,64.25,3.0,2.1,0
3,72.9811333333333,681.733333333333,164.333333333333,5620.33333333333,80.1766666666667,19.0,62.0,2.66666666666667,0.87,0
3,45.9025333333333,741.733333333333,145.666666666667,4712.0,52.6,14.8333333333333,71.3333333333333,3.0,15.1,0
4,50.3134,742.55,145.5,5774.0,69.425,14.4,153.5,2.75,9.3,0
4,115.4385,745.15,172.5,10356.5,97.2575,19.125,59.25,4.0,2.82,0
4,115.4385,745.15,172.5,10356.5,97.2575,19.125,59.25,4.0,2.96,0
4,115.4385,745.15,172.5,10356.5,97.2575,19.125,59.25,4.0,3.16,0
4,115.4385,745.15,172.5,10356.5,97.2575,19.125,59.25,4.0,3.22,0
4,115.4385,745.15,172.5,10356.5,97.2575,19.125,59.25,4.0,3.24,0
4,115.4385,745.15,172.5,10356.5,97.2575,19.125,59.25,4.0,3.23,0
4,115.4385,745.15,172.5,10356.5,97.2575,19.125,59.25,4.0,2.89,0
4,115.4385,745.15,172.5,10356.5,97.2575,19.125,59.25,4.0,2.6,0
4,73.688875,724.625,156.0,5576.5,79.3325,26.675,79.0,3.5,2.76,0
4,73.688875,724.625,156.0,5576.5,79.3325,26.675,79.0,3.5,2.72,0
4,73.688875,724.625,156.0,5576.5,79.3325,26.675,79.0,3.5,2.7,0
4,93.63455,710.75,169.5,7616.5,77.3325,16.95,149.0,2.75,2.64,0
4,93.63455,710.75,169.5,7616.5,77.3325,16.95,149.0,2.75,2.62,0
4,93.63455,710.75,169.5,7616.5,77.3325,16.95,149.0,2.75,2.52,0
3,117.001666666667,721.9,173.0,10473.3333333333,88.39,13.8466666666667,139.0,4.0,7.0,0
3,57.9677666666667,706.0,167.333333333333,4516.33333333333,87.8666666666667,7.17666666666667,59.84,3.33333333333333,32.25,0
3,90.07629,679.1,156.333333333333,6792.33333333333,94.5,18.4333333333333,54.6666666666667,3.0,0.69,0
4,109.1663675,703.2,158.5,7700.5,83.5,15.45,52.75,3.75,1.25,0
4,131.3323675,719.35,160.5,10057.25,121.4,16.275,52.75,4.25,1.3,0
4,109.1663675,703.2,158.5,7700.5,83.5,15.45,52.75,3.75,0.82,0
4,109.1663675,703.2,158.5,7700.5,83.5,15.45,52.75,3.75,1.44,0
2,64.41235,979.75,106.0,3655.6255,19.45,1.81,41.012915,3.0,0.2,0
5,78.481359,774.34,163.4,6630.2,35.77,14.61,73.4,3.2,20.0,0
5,78.481359,774.34,163.4,6630.2,35.77,14.61,73.4,3.2,19.0,0
3,103.06945,756.5,167.666666666667,9787.33333333333,106.233333333333,29.2,105.666666666667,4.33333333333333,2.96,0
3,119.73599,731.733333333333,162.0,10345.3333333333,112.366666666667,27.5,104.333333333333,4.33333333333333,1.99,0
3,87.5352833333333,695.233333333333,171.666666666667,7388.33333333333,84.8,22.9666666666667,65.6666666666667,4.33333333333333,1.8,0
3,131.756433333333,722.366666666667,169.333333333333,11577.0,113.033333333333,32.7333333333333,105.333333333333,4.33333333333333,3.3,0
5,78.481359,774.34,163.4,6630.2,35.77,14.61,73.4,3.2,18.5,0
5,78.481359,774.34,163.4,6630.2,35.77,14.61,73.4,3.2,17.0,0
5,78.481359,774.34,163.4,6630.2,35.77,14.61,73.4,3.2,11.0,0
5,78.481359,774.34,163.4,6630.2,35.77,14.61,73.4,3.2,8.0,0
5,78.481359,774.34,163.4,6630.2,35.77,14.61,73.4,3.2,5.0,0
3,57.9677666666667,706.0,167.333333333333,4516.33333333333,87.8666666666667,7.17666666666667,59.84,3.33333333333333,30.5,0
4,56.47485,692.6,167.0,5184.75,82.35,10.5075,68.38,4.0,20.0,0
4,56.47485,692.6,167.0,5184.75,82.35,10.5075,68.38,4.0,11.0,0
4,58.20912375,719.025,163.5,5612.25,82.2,9.4325,69.88,3.5,22.0,0
4,58.20912375,719.025,163.5,5612.25,82.2,9.4325,69.88,3.5,17.0,0
4,58.20912375,719.025,163.5,5612.25,82.2,9.4325,69.88,3.5,11.0,0
4,57.21033625,708.7,165.75,5254.75,66.275,8.6825,46.805,3.5,31.0,0
4,57.21033625,708.7,165.75,5254.75,66.275,8.6825,46.805,3.5,31.5,0
4,57.21033625,708.7,165.75,5254.75,66.275,8.6825,46.805,3.5,31.9,0
4,57.21033625,708.7,165.75,5254.75,66.275,8.6825,46.805,3.5,32.0,0
3,45.9025333333333,741.733333333333,145.666666666667,4712.0,52.6,14.8333333333333,71.3333333333333,3.0,15.0,0
4,76.797975,656.575,191.5,4491.75,40.5125,12.9575,61.75,2.75,4.0,0
4,76.797975,656.575,191.5,4491.75,40.5125,12.9575,61.75,2.75,10.0,0
4,76.797975,656.575,191.5,4491.75,40.5125,12.9575,61.75,2.75,17.0,0
4,76.797975,656.575,191.5,4491.75,40.5125,12.9575,61.75,2.75,18.0,0
4,76.797975,656.575,191.5,4491.75,40.5125,12.9575,61.75,2.75,23.5,0
4,76.797975,656.575,191.5,4491.75,40.5125,12.9575,61.75,2.75,28.5,0
4,76.797975,656.575,191.5,4491.75,40.5125,12.9575,61.75,2.75,34.0,0
4,76.797975,656.575,191.5,4491.75,40.5125,12.9575,61.75,2.75,20.0,0
4,76.797975,656.575,191.5,4491.75,40.5125,12.9575,61.75,2.75,7.0,0
4,76.797975,656.575,191.5,4491.75,40.5125,12.9575,61.75,2.75,7.3,0
4,76.797975,656.575,191.5,4491.75,40.5125,12.9575,61.75,2.75,10.5,0
4,76.797975,656.575,191.5,4491.75,40.5125,12.9575,61.75,2.75,15.0,0
3,90.3164106666667,754.2,157.0,6779.66666666667,74.9333333333333,10.88,44.412,4.66666666666667,3.7,0
3,87.4683333333333,856.166666666667,127.333333333333,6311.0,135.133333333333,12.2333333333333,27.5066666666667,5.0,15.6,0
3,72.0781333333333,702.7,178.333333333333,5044.33333333333,48.3666666666667,14.5633333333333,62.3333333333333,3.0,2.55,0
3,72.0781333333333,702.7,178.333333333333,5044.33333333333,48.3666666666667,14.5633333333333,62.3333333333333,3.0,1.73,0
4,81.75669875,741.475,168.75,6502.75,44.3375,16.425,61.75,3.5,14.2,0
4,81.75669875,741.475,168.75,6502.75,44.3375,16.425,61.75,3.5,18.9,0
4,81.75669875,741.475,168.75,6502.75,44.3375,16.425,61.75,3.5,16.4,0
3,57.9677666666667,706.0,167.333333333333,4516.33333333333,87.8666666666667,7.17666666666667,59.84,3.33333333333333,30.1,0
6,62.9301011666667,885.716666666667,135.833333333333,5160.90483333333,71.4,10.9103333333333,40.3770966666667,3.83333333333333,14.2,0
6,62.9301011666667,885.716666666667,135.833333333333,5160.90483333333,71.4,10.9103333333333,40.3770966666667,3.83333333333333,14.7,0
6,62.9301011666667,885.716666666667,135.833333333333,5160.90483333333,71.4,10.9103333333333,40.3770966666667,3.83333333333333,12.2,0
6,62.9301011666667,885.716666666667,135.833333333333,5160.90483333333,71.4,10.9103333333333,40.3770966666667,3.83333333333333,10.9,0
6,62.9301011666667,885.716666666667,135.833333333333,5160.90483333333,71.4,10.9103333333333,40.3770966666667,3.83333333333333,9.86,0
6,62.9301011666667,885.716666666667,135.833333333333,5160.90483333333,71.4,10.9103333333333,40.3770966666667,3.83333333333333,7.46,0
5,63.22488064,1047.7,119.6,4191.425,124.04,10.0964,28.410856,2.8,29.0,0
3,136.207216666667,718.233333333333,183.0,11137.6666666667,126.266666666667,19.5666666666667,48.0,4.66666666666667,7.9,0
3,87.8906839666667,693.6,189.333333333333,5160.0,47.9,14.53,55.0,3.0,1.81,0
3,50.9921666666667,703.333333333333,154.666666666667,5027.0,40.9666666666667,31.2666666666667,27.0,4.0,6.4,0
3,50.9921666666667,703.333333333333,154.666666666667,5027.0,40.9666666666667,31.2666666666667,27.0,4.0,8.7,0
3,50.9921666666667,703.333333333333,154.666666666667,5027.0,40.9666666666667,31.2666666666667,27.0,4.0,8.2,0
2,159.9085,868.55,151.5,14400.0,172.1,21.75,76.5,6.0,1.8,0
5,114.888054,826.26,136.2,6239.4858,97.54,8.9304,8.846316,4.0,2.36,0
5,114.888054,826.26,136.2,6239.4858,97.54,8.9304,8.846316,4.0,1.74,0
5,97.434854,843.16,135.8,4879.6858,105.76,8.0304,8.846316,4.0,1.66,0
5,88.763454,842.78,129.8,4478.8858,99.06,7.5704,8.646316,4.0,2.35,0
5,88.763454,842.78,129.8,4478.8858,99.06,7.5704,8.646316,4.0,2.22,0
4,53.17239107,739.75,153.0,5867.25,54.05,15.075,92.25,3.25,21.0,0
3,127.787666666667,827.366666666667,149.333333333333,12586.6666666667,154.7,18.8666666666667,184.333333333333,4.66666666666667,2.53,0
3,127.787666666667,827.366666666667,149.333333333333,12586.6666666667,154.7,18.8666666666667,184.333333333333,4.66666666666667,2.84,0
3,127.787666666667,827.366666666667,149.333333333333,12586.6666666667,154.7,18.8666666666667,184.333333333333,4.66666666666667,2.71,0
3,127.787666666667,827.366666666667,149.333333333333,12586.6666666667,154.7,18.8666666666667,184.333333333333,4.66666666666667,2.41,0
5,83.05473,882.8,137.6,5296.4858,96.48,13.2244,29.005316,4.0,25.1,0
3,193.0104,694.666666666667,179.0,13690.3333333333,117.0,17.6333333333333,31.6666666666667,4.66666666666667,1.0,0
4,132.45175,855.4,151.25,14447.25,168.925,16.125,155.38,5.0,1.06,0
4,132.45175,855.4,151.25,14447.25,168.925,16.125,155.38,5.0,1.76,0
4,132.45175,855.4,151.25,14447.25,168.925,16.125,155.38,5.0,1.64,0
4,76.797975,656.575,191.5,4491.75,40.5125,12.9575,61.75,2.75,5.5,0
4,76.797975,656.575,191.5,4491.75,40.5125,12.9575,61.75,2.75,22.0,0
4,76.797975,656.575,191.5,4491.75,40.5125,12.9575,61.75,2.75,31.0,0
4,76.797975,656.575,191.5,4491.75,40.5125,12.9575,61.75,2.75,39.0,0
3,104.559254,809.433333333333,164.666666666667,8634.33333333333,95.2766666666667,9.54666666666667,35.412,4.33333333333333,8.4,0
3,88.7119206666667,822.9,156.333333333333,8274.33333333333,94.39,9.72666666666667,90.412,4.33333333333333,6.6,0
3,121.654410666667,806.8,156.666666666667,9806.33333333333,109.6,8.98,28.0786666666667,4.66666666666667,1.5,0
3,39.6334666666667,839.266666666667,135.0,3605.47633333333,92.3333333333333,13.074,74.6755266666667,3.0,2.2,0
3,171.633666666667,868.4,160.0,16750.0,183.666666666667,21.1666666666667,74.6666666666667,6.0,3.0,0
1,12.0107,1085.7,67.0,2260.0,155.4,105.0,140.0,4.0,3.1,0
1,12.0107,1085.7,67.0,2260.0,155.4,105.0,140.0,4.0,4.1,0
1,12.0107,1085.7,67.0,2260.0,155.4,105.0,140.0,4.0,5.0,0
5,61.33441064,1045.0,121.4,4048.825,124.04,9.7764,28.410856,3.0,45.0,0
5,60.93397464,1047.9,111.0,3950.025,123.64,9.6564,28.410856,2.8,26.2,0
6,61.6749788666667,1024.21666666667,116.166666666667,4481.6875,103.283333333333,9.272,43.6757133333333,2.66666666666667,24.6,0
6,61.6749788666667,1024.21666666667,116.166666666667,4481.6875,103.283333333333,9.272,43.6757133333333,2.66666666666667,23.9,0
3,84.505,802.566666666667,134.666666666667,6667.66666666667,107.5,8.73333333333333,48.84,4.33333333333333,7.0,0
3,31.7150128666667,650.866666666667,141.0,2193.33333333333,60.99,23.1466666666667,195.0,3.0,6.4,0
3,31.7150128666667,650.866666666667,141.0,2193.33333333333,60.99,23.1466666666667,195.0,3.0,5.4,0
4,80.1477,940.0,105.75,5175.35725,139.15,6.488,102.057895,3.75,3.94,0
4,80.1477,940.0,105.75,5175.35725,139.15,6.488,102.057895,3.75,2.6,0
4,80.1477,940.0,105.75,5175.35725,139.15,6.488,102.057895,3.75,3.0,0
3,122.361823333333,725.966666666667,165.666666666667,8288.66666666667,69.8,14.2333333333333,36.0,4.0,1.3,0
6,88.45763,754.3,164.333333333333,5452.5715,86.1383333333333,10.737,95.00443,3.0,40.0,0
3,133.375466666667,772.3,137.0,8326.66666666667,134.766666666667,13.8333333333333,137.0,4.33333333333333,6.0,0
3,118.444666666667,725.7,173.666666666667,9801.0,111.276666666667,19.9333333333333,55.3333333333333,4.0,10.2,0
5,63.22488064,1047.7,119.6,4191.425,124.04,10.0964,28.410856,2.8,50.1,0
6,61.8437413666667,992.55,126.5,4737.85416666667,103.616666666667,10.6136666666667,24.9590466666667,3.0,37.2,0
6,61.8437413666667,992.55,126.5,4737.85416666667,103.616666666667,10.6136666666667,24.9590466666667,3.0,31.3,0
6,61.8437413666667,992.55,126.5,4737.85416666667,103.616666666667,10.6136666666667,24.9590466666667,3.0,16.0,0
6,62.4696338666667,995.783333333333,124.5,4977.52083333333,122.283333333333,11.2803333333333,38.84238,2.66666666666667,45.7,0
6,62.4696338666667,995.783333333333,124.5,4977.52083333333,122.283333333333,11.2803333333333,38.84238,2.66666666666667,34.5,0
6,62.4696338666667,995.783333333333,124.5,4977.52083333333,122.283333333333,11.2803333333333,38.84238,2.66666666666667,18.8,0
6,62.4696338666667,995.783333333333,124.5,4977.52083333333,122.283333333333,11.2803333333333,38.84238,2.66666666666667,5.6,0
4,91.48215,790.7,160.25,9150.25,76.8425,17.51,100.0,4.0,30.0,0
3,101.895833333333,768.966666666667,143.0,6470.33333333333,105.233333333333,44.6666666666667,74.3333333333333,3.66666666666667,5.2,0
3,41.3906666666667,707.866666666667,141.0,5006.0,48.1666666666667,23.2333333333333,61.0,2.66666666666667,8.29,0
4,37.78838465,675.2,135.25,4429.5,47.125,20.1,104.5,2.75,7.75,0
4,37.78838465,675.2,135.25,4429.5,47.125,20.1,104.5,2.75,7.49,0
3,70.9453333333333,729.4,143.666666666667,8148.33333333333,98.7,24.3333333333333,61.0,3.33333333333333,3.19,0
4,59.95438465,691.35,137.25,6786.25,85.025,20.925,104.5,3.25,2.86,0
4,59.95438465,691.35,137.25,6786.25,85.025,20.925,104.5,3.25,2.12,0
3,171.633666666667,868.4,160.0,16750.0,183.666666666667,21.1666666666667,74.6666666666667,6.0,2.49,0
3,171.633666666667,868.4,160.0,16750.0,183.666666666667,21.1666666666667,74.6666666666667,6.0,1.92,0
4,53.17239107,739.75,153.0,5867.25,54.05,15.075,92.25,3.25,22.0,0
3,71.2343983333333,720.933333333333,167.666666666667,8123.66666666667,75.9,16.7666666666667,174.333333333333,3.33333333333333,6.52,0
3,71.2343983333333,720.933333333333,167.666666666667,8123.66666666667,75.9,16.7666666666667,174.333333333333,3.33333333333333,6.07,0
3,71.2343983333333,720.933333333333,167.666666666667,8123.66666666667,75.9,16.7666666666667,174.333333333333,3.33333333333333,5.88,0
3,71.2343983333333,720.933333333333,167.666666666667,8123.66666666667,75.9,16.7666666666667,174.333333333333,3.33333333333333,5.41,0
